Date,Rank,Title,Type,Netflix Release Date,Days In Top 10
12/7/2021,8,The Power of the Dog,Movie,1-Dec-21,6
12/7/2021,9,Life,Movie,1-Dec-21,6
12/7/2021,10,Single All the Way,Movie,2-Dec-21,5
12/8/2021,1,Money Heist,TV Show,20-Dec-17,30
12/8/2021,2,Lost in Space,TV Show,13-Apr-18,7
12/8/2021,3,The Queen of Flow,TV Show,9-Nov-18,21
12/8/2021,4,True Story,TV Show,24-Nov-21,14
12/8/2021,5,Cocomelon,TV Show,1-Jun-20,393
12/8/2021,6,Selling Sunset,TV Show,22-Mar-19,21
12/8/2021,7,The Power of the Dog,Movie,1-Dec-21,7
12/8/2021,8,Jurassic World Camp Cretaceous,TV Show,18-Sep-20,29
12/8/2021,9,Life,Movie,1-Dec-21,7
12/8/2021,10,Ink Master,TV Show,15-Sep-14,1
12/9/2021,1,Money Heist,TV Show,20-Dec-17,31
12/9/2021,2,Lost in Space,TV Show,13-Apr-18,8
12/9/2021,3,The Queen of Flow,TV Show,9-Nov-18,22
12/9/2021,4,True Story,TV Show,24-Nov-21,15
12/9/2021,5,Cocomelon,TV Show,1-Jun-20,394
12/9/2021,6,Selling Sunset,TV Show,22-Mar-19,22
12/9/2021,7,Law Abiding Citizen,Movie,16-Dec-18,1
12/9/2021,8,Ink Master,TV Show,15-Sep-14,2
12/9/2021,9,Jurassic World Camp Cretaceous,TV Show,18-Sep-20,30
12/9/2021,10,The Power of the Dog,Movie,1-Dec-21,8
12/10/2021,1,Money Heist,TV Show,20-Dec-17,32
12/10/2021,2,Lost in Space,TV Show,13-Apr-18,9
12/10/2021,3,The Queen of Flow,TV Show,9-Nov-18,23
12/10/2021,4,Peter Rabbit 2,Movie,9-Dec-21,1
12/10/2021,5,Cocomelon,TV Show,1-Jun-20,395
12/10/2021,6,True Story,TV Show,24-Nov-21,16
12/10/2021,7,Law Abiding Citizen,Movie,16-Dec-18,2
12/10/2021,8,Ink Master,TV Show,15-Sep-14,3
12/10/2021,9,Selling Sunset,TV Show,22-Mar-19,23
12/10/2021,10,Jurassic World Camp Cretaceous,TV Show,18-Sep-20,31
12/11/2021,1,The Unforgivable,Movie,10-Dec-21,1
12/11/2021,2,Lost in Space,TV Show,13-Apr-18,10
12/11/2021,3,The Queen of Flow,TV Show,9-Nov-18,24
12/11/2021,4,Money Heist,TV Show,20-Dec-17,33
12/11/2021,5,Peter Rabbit 2,Movie,9-Dec-21,2
12/11/2021,6,Cocomelon,TV Show,1-Jun-20,396
12/11/2021,7,Law Abiding Citizen,Movie,16-Dec-18,3
12/11/2021,8,Back to the Outback,Movie,10-Dec-21,1
12/11/2021,9,True Story,TV Show,24-Nov-21,17
12/11/2021,10,Red Notice,Movie,12-Nov-21,22
12/12/2021,1,The Unforgivable,Movie,10-Dec-21,2
12/12/2021,2,The Shack,Movie,10-Dec-21,1
12/12/2021,3,Lost in Space,TV Show,13-Apr-18,11
12/12/2021,4,Back to the Outback,Movie,10-Dec-21,2
12/12/2021,5,Money Heist,TV Show,20-Dec-17,34
12/12/2021,6,The Queen of Flow,TV Show,9-Nov-18,25
12/12/2021,7,Law Abiding Citizen,Movie,16-Dec-18,4
12/12/2021,8,Peter Rabbit 2,Movie,9-Dec-21,3
12/12/2021,9,Red Notice,Movie,12-Nov-21,23
12/12/2021,10,Cocomelon,TV Show,1-Jun-20,397
12/13/2021,1,The Unforgivable,Movie,10-Dec-21,3
12/13/2021,2,The Shack,Movie,10-Dec-21,2
12/13/2021,3,Back to the Outback,Movie,10-Dec-21,3
12/13/2021,4,Lost in Space,TV Show,13-Apr-18,12
12/13/2021,5,The Queen of Flow,TV Show,9-Nov-18,26
12/13/2021,6,Money Heist,TV Show,20-Dec-17,35
12/13/2021,7,Law Abiding Citizen,Movie,16-Dec-18,5
12/13/2021,8,Peter Rabbit 2,Movie,9-Dec-21,4
12/13/2021,9,Twentysomethings: Austin,TV Show,10-Dec-21,1
12/13/2021,10,The Witcher,TV Show,20-Dec-19,1
12/14/2021,1,The Unforgivable,Movie,10-Dec-21,4
12/14/2021,2,The Shack,Movie,10-Dec-21,3
12/14/2021,3,Back to the Outback,Movie,10-Dec-21,4
12/14/2021,4,The Queen of Flow,TV Show,9-Nov-18,27
12/14/2021,5,Lost in Space,TV Show,13-Apr-18,13
12/14/2021,6,The Witcher,TV Show,20-Dec-19,2
12/14/2021,7,Law Abiding Citizen,Movie,16-Dec-18,6
12/14/2021,8,Money Heist,TV Show,20-Dec-17,36
12/14/2021,9,Cocomelon,TV Show,1-Jun-20,398
12/14/2021,10,Twentysomethings: Austin,TV Show,10-Dec-21,2
12/15/2021,1,The Unforgivable,Movie,10-Dec-21,5
12/15/2021,2,The Shack,Movie,10-Dec-21,4
12/15/2021,3,Back to the Outback,Movie,10-Dec-21,5
12/15/2021,4,The Queen of Flow,TV Show,9-Nov-18,28
12/15/2021,5,The Witcher,TV Show,20-Dec-19,3
12/15/2021,6,Lost in Space,TV Show,13-Apr-18,14
12/15/2021,7,Law Abiding Citizen,Movie,16-Dec-18,7
12/15/2021,8,Cocomelon,TV Show,1-Jun-20,399
12/15/2021,9,Money Heist,TV Show,20-Dec-17,37
12/15/2021,10,Twentysomethings: Austin,TV Show,10-Dec-21,3
12/16/2021,1,The Unforgivable,Movie,10-Dec-21,6
12/16/2021,2,The Shack,Movie,10-Dec-21,5
12/16/2021,3,Selling Tampa,TV Show,15-Dec-21,1
12/16/2021,4,Back to the Outback,Movie,10-Dec-21,6
12/16/2021,5,The Witcher,TV Show,20-Dec-19,4
12/16/2021,6,The Queen of Flow,TV Show,9-Nov-18,29
12/16/2021,7,Lost in Space,TV Show,13-Apr-18,15
12/16/2021,8,Cocomelon,TV Show,1-Jun-20,400
12/16/2021,9,Law Abiding Citizen,Movie,16-Dec-18,8
12/16/2021,10,Money Heist,TV Show,20-Dec-17,38
12/17/2021,1,The Unforgivable,Movie,10-Dec-21,7
12/17/2021,2,A California Christmas: Cit…,Movie,16-Dec-21,1
12/17/2021,3,Selling Tampa,TV Show,15-Dec-21,2
12/17/2021,4,The Shack,Movie,10-Dec-21,6
12/17/2021,5,The Witcher,TV Show,20-Dec-19,5
12/17/2021,6,Back to the Outback,Movie,10-Dec-21,7
12/17/2021,7,The Queen of Flow,TV Show,9-Nov-18,30
12/17/2021,8,Cocomelon,TV Show,1-Jun-20,401
12/17/2021,9,Lost in Space,TV Show,13-Apr-18,16
12/17/2021,10,Money Heist,TV Show,20-Dec-17,39
12/18/2021,1,The Witcher,TV Show,20-Dec-19,6
12/18/2021,2,The Unforgivable,Movie,10-Dec-21,8
12/18/2021,3,Selling Tampa,TV Show,15-Dec-21,3
12/18/2021,4,A California Christmas: Cit…,Movie,16-Dec-21,2
12/18/2021,5,Back to the Outback,Movie,10-Dec-21,8
12/18/2021,6,The Shack,Movie,10-Dec-21,7
12/18/2021,7,The Queen of Flow,TV Show,9-Nov-18,31
12/18/2021,8,Twentysomethings: Austin,TV Show,10-Dec-21,4
12/18/2021,9,Cocomelon,TV Show,1-Jun-20,402
12/18/2021,10,Lost in Space,TV Show,13-Apr-18,17
12/19/2021,1,The Witcher,TV Show,20-Dec-19,7
12/19/2021,2,The Unforgivable,Movie,10-Dec-21,9
12/19/2021,3,A California Christmas: Cit…,Movie,16-Dec-21,3
12/19/2021,4,Selling Tampa,TV Show,15-Dec-21,4
12/19/2021,5,Back to the Outback,Movie,10-Dec-21,9
12/19/2021,6,The Shack,Movie,10-Dec-21,8
12/19/2021,7,Twentysomethings: Austin,TV Show,10-Dec-21,5
12/19/2021,8,The Queen of Flow,TV Show,9-Nov-18,32
12/19/2021,9,Cocomelon,TV Show,1-Jun-20,403
12/19/2021,10,Lost in Space,TV Show,13-Apr-18,18
12/20/2021,1,The Witcher,TV Show,20-Dec-19,8
12/20/2021,2,The Unforgivable,Movie,10-Dec-21,10
12/20/2021,3,A California Christmas: Cit…,Movie,16-Dec-21,4
12/20/2021,4,Back to the Outback,Movie,10-Dec-21,10
12/20/2021,5,Selling Tampa,TV Show,15-Dec-21,5
12/20/2021,6,Twentysomethings: Austin,TV Show,10-Dec-21,6
12/20/2021,7,The Shack,Movie,10-Dec-21,9
12/20/2021,8,The Queen of Flow,TV Show,9-Nov-18,33
12/20/2021,9,Cocomelon,TV Show,1-Jun-20,404
12/20/2021,10,Lost in Space,TV Show,13-Apr-18,19
12/21/2021,1,The Witcher,TV Show,20-Dec-19,9
12/21/2021,2,The Unforgivable,Movie,10-Dec-21,11
12/21/2021,3,Back to the Outback,Movie,10-Dec-21,11
12/21/2021,4,Selling Tampa,TV Show,15-Dec-21,6
12/21/2021,5,The Queen of Flow,TV Show,9-Nov-18,34
12/21/2021,6,A California Christmas: Cit…,Movie,16-Dec-21,5
12/21/2021,7,Twentysomethings: Austin,TV Show,10-Dec-21,7
12/21/2021,8,Cocomelon,TV Show,1-Jun-20,405
12/21/2021,9,The Shack,Movie,10-Dec-21,10
12/21/2021,10,Lost in Space,TV Show,13-Apr-18,20
12/22/2021,1,The Witcher,TV Show,20-Dec-19,10
12/22/2021,2,The Unforgivable,Movie,10-Dec-21,12
12/22/2021,3,Back to the Outback,Movie,10-Dec-21,12
12/22/2021,4,The Queen of Flow,TV Show,9-Nov-18,35
12/22/2021,5,Selling Tampa,TV Show,15-Dec-21,7
12/22/2021,6,Cocomelon,TV Show,1-Jun-20,406
12/22/2021,7,Twentysomethings: Austin,TV Show,10-Dec-21,8
12/22/2021,8,Grumpy Christmas,Movie,21-Dec-21,1
12/22/2021,9,A California Christmas: Cit…,Movie,16-Dec-21,6
12/22/2021,10,Lost in Space,TV Show,13-Apr-18,21
12/23/2021,1,The Witcher,TV Show,20-Dec-19,11
12/23/2021,2,Emily in Paris,TV Show,2-Oct-20,22
12/23/2021,3,The Unforgivable,Movie,10-Dec-21,13
12/23/2021,4,Back to the Outback,Movie,10-Dec-21,13
12/23/2021,5,The Queen of Flow,TV Show,9-Nov-18,36
12/23/2021,6,Cocomelon,TV Show,1-Jun-20,407
12/23/2021,7,Selling Tampa,TV Show,15-Dec-21,8
12/23/2021,8,The Christmas Chronicles,Movie,22-Nov-18,9
12/23/2021,9,Twentysomethings: Austin,TV Show,10-Dec-21,9
12/23/2021,10,Lost in Space,TV Show,13-Apr-18,22
12/24/2021,1,The Witcher,TV Show,20-Dec-19,12
12/24/2021,2,Emily in Paris,TV Show,2-Oct-20,23
12/24/2021,3,The Unforgivable,Movie,10-Dec-21,14
12/24/2021,4,Back to the Outback,Movie,10-Dec-21,14
12/24/2021,5,The Christmas Chronicles,Movie,22-Nov-18,10
12/24/2021,6,Cocomelon,TV Show,1-Jun-20,408
12/24/2021,7,The Queen of Flow,TV Show,9-Nov-18,37
12/24/2021,8,WWII in Color: Road to Victory,TV Show,22-Dec-21,1
12/24/2021,9,Selling Tampa,TV Show,15-Dec-21,9
12/24/2021,10,The Christmas Chronicles 2,Movie,25-Nov-20,22
12/25/2021,1,Don't Look Up,Movie,24-Dec-21,1
12/25/2021,2,The Witcher,TV Show,20-Dec-19,13
12/25/2021,3,Emily in Paris,TV Show,2-Oct-20,24
12/25/2021,4,The Christmas Chronicles,Movie,22-Nov-18,11
12/25/2021,5,The Christmas Chronicles 2,Movie,25-Nov-20,23
12/25/2021,6,The Unforgivable,Movie,10-Dec-21,15
12/25/2021,7,Back to the Outback,Movie,10-Dec-21,15
12/25/2021,8,A Boy Called Christmas,Movie,24-Nov-21,8
12/25/2021,9,Cocomelon,TV Show,1-Jun-20,409
12/25/2021,10,White Christmas,Movie,15-Nov-20,1
12/26/2021,1,Don't Look Up,Movie,24-Dec-21,2
12/26/2021,2,The Witcher,TV Show,20-Dec-19,14
12/26/2021,3,Emily in Paris,TV Show,2-Oct-20,25
12/26/2021,4,The Christmas Chronicles,Movie,22-Nov-18,12
12/26/2021,5,The Unforgivable,Movie,10-Dec-21,16
12/26/2021,6,The Silent Sea,TV Show,24-Dec-21,1
12/26/2021,7,The Christmas Chronicles 2,Movie,25-Nov-20,24
12/26/2021,8,A Boy Called Christmas,Movie,24-Nov-21,9
12/26/2021,9,The Queen of Flow,TV Show,9-Nov-18,38
12/26/2021,10,Daughter From Another Mother,TV Show,20-Jan-21,1
12/27/2021,1,Don't Look Up,Movie,24-Dec-21,3
12/27/2021,2,The Witcher,TV Show,20-Dec-19,15
12/27/2021,3,Emily in Paris,TV Show,2-Oct-20,26
12/27/2021,4,The Silent Sea,TV Show,24-Dec-21,2
12/27/2021,5,The Unforgivable,Movie,10-Dec-21,17
12/27/2021,6,The Queen of Flow,TV Show,9-Nov-18,39
12/27/2021,7,Daughter From Another Mother,TV Show,20-Jan-21,2
12/27/2021,8,Back to the Outback,Movie,10-Dec-21,16
12/27/2021,9,Cocomelon,TV Show,1-Jun-20,410
12/27/2021,10,WWII in Color: Road to Victory,TV Show,22-Dec-21,2
12/28/2021,1,Don't Look Up,Movie,24-Dec-21,4
12/28/2021,2,The Witcher,TV Show,20-Dec-19,16
12/28/2021,3,Emily in Paris,TV Show,2-Oct-20,27
12/28/2021,4,The Silent Sea,TV Show,24-Dec-21,3
12/28/2021,5,The Unforgivable,Movie,10-Dec-21,18
12/28/2021,6,The Queen of Flow,TV Show,9-Nov-18,40
12/28/2021,7,Death to 2021,Movie,27-Dec-21,1
12/28/2021,8,Daughter From Another Mother,TV Show,20-Jan-21,3
12/28/2021,9,Cocomelon,TV Show,1-Jun-20,411
12/28/2021,10,Back to the Outback,Movie,10-Dec-21,17
12/29/2021,1,Don't Look Up,Movie,24-Dec-21,5
12/29/2021,2,The Witcher,TV Show,20-Dec-19,17
12/29/2021,3,Emily in Paris,TV Show,2-Oct-20,28
12/29/2021,4,The Silent Sea,TV Show,24-Dec-21,4
12/29/2021,5,The Unforgivable,Movie,10-Dec-21,19
12/29/2021,6,The Queen of Flow,TV Show,9-Nov-18,41
12/29/2021,7,Death to 2021,Movie,27-Dec-21,2
12/29/2021,8,Cocomelon,TV Show,1-Jun-20,412
12/29/2021,9,Back to the Outback,Movie,10-Dec-21,18
12/29/2021,10,Daughter From Another Mother,TV Show,20-Jan-21,4
12/30/2021,1,Don't Look Up,Movie,24-Dec-21,6
12/30/2021,2,The Witcher,TV Show,20-Dec-19,18
12/30/2021,3,Emily in Paris,TV Show,2-Oct-20,29
12/30/2021,4,Crime Scene: The Times Squa…,TV Show,29-Dec-21,1
12/30/2021,5,The Silent Sea,TV Show,24-Dec-21,5
12/30/2021,6,The Unforgivable,Movie,10-Dec-21,20
12/30/2021,7,Death to 2021,Movie,27-Dec-21,3
12/30/2021,8,The Queen of Flow,TV Show,9-Nov-18,42
12/30/2021,9,Cocomelon,TV Show,1-Jun-20,413
12/30/2021,10,Back to the Outback,Movie,10-Dec-21,19
12/31/2021,1,Don't Look Up,Movie,24-Dec-21,7
12/31/2021,2,The Witcher,TV Show,20-Dec-19,19
12/31/2021,3,Emily in Paris,TV Show,2-Oct-20,30
12/31/2021,4,Crime Scene: The Times Squa…,TV Show,29-Dec-21,2
12/31/2021,5,The Silent Sea,TV Show,24-Dec-21,6
12/31/2021,6,The Unforgivable,Movie,10-Dec-21,21
12/31/2021,7,The Queen of Flow,TV Show,9-Nov-18,43
12/31/2021,8,Cocomelon,TV Show,1-Jun-20,414
12/31/2021,9,Back to the Outback,Movie,10-Dec-21,20
12/31/2021,10,Death to 2021,Movie,27-Dec-21,4
1/1/2022,1,Cobra Kai,TV Show,28-Aug-20,54
1/1/2022,2,Don't Look Up,Movie,24-Dec-21,8
1/1/2022,3,The Witcher,TV Show,20-Dec-19,20
1/1/2022,4,The Lost Daughter,Movie,31-Dec-21,1
1/1/2022,5,Queer Eye,TV Show,7-Feb-18,10
1/1/2022,6,Emily in Paris,TV Show,2-Oct-20,31
1/1/2022,7,Stay Close,TV Show,31-Dec-21,1
1/1/2022,8,Crime Scene: The Times Squa…,TV Show,29-Dec-21,3
1/1/2022,9,The Silent Sea,TV Show,24-Dec-21,7
1/1/2022,10,Cocomelon,TV Show,1-Jun-20,415
1/2/2022,1,Cobra Kai,TV Show,28-Aug-20,55
1/2/2022,2,Don't Look Up,Movie,24-Dec-21,9
1/2/2022,3,The Lost Daughter,Movie,31-Dec-21,2
1/2/2022,4,The Witcher,TV Show,20-Dec-19,21
1/2/2022,5,Queer Eye,TV Show,7-Feb-18,11
1/2/2022,6,Stay Close,TV Show,31-Dec-21,2
1/2/2022,7,Emily in Paris,TV Show,2-Oct-20,32
1/2/2022,8,Journey 2: The Mysterious I…,Movie,1-Jan-22,1
1/2/2022,9,Crime Scene: The Times Squa…,TV Show,29-Dec-21,4
1/2/2022,10,The Unforgivable,Movie,10-Dec-21,22
1/3/2022,1,Cobra Kai,TV Show,28-Aug-20,56
1/3/2022,2,Don't Look Up,Movie,24-Dec-21,10
1/3/2022,3,Stay Close,TV Show,31-Dec-21,3
1/3/2022,4,The Witcher,TV Show,20-Dec-19,22
1/3/2022,5,Queer Eye,TV Show,7-Feb-18,12
1/3/2022,6,The Lost Daughter,Movie,31-Dec-21,3
1/3/2022,7,Journey 2: The Mysterious I…,Movie,1-Jan-22,2
1/3/2022,8,Emily in Paris,TV Show,2-Oct-20,33
1/3/2022,9,Crime Scene: The Times Squa…,TV Show,29-Dec-21,5
1/3/2022,10,Scary Stories to Tell in th…,Movie,1-Jan-22,1
1/4/2022,1,Cobra Kai,TV Show,28-Aug-20,57
1/4/2022,2,Stay Close,TV Show,31-Dec-21,4
1/4/2022,3,Don't Look Up,Movie,24-Dec-21,11
1/4/2022,4,The Witcher,TV Show,20-Dec-19,23
1/4/2022,5,Queer Eye,TV Show,7-Feb-18,13
1/4/2022,6,Journey 2: The Mysterious I…,Movie,1-Jan-22,3
1/4/2022,7,Emily in Paris,TV Show,2-Oct-20,34
1/4/2022,8,The Lost Daughter,Movie,31-Dec-21,4
1/4/2022,9,Crime Scene: The Times Squa…,TV Show,29-Dec-21,6
1/4/2022,10,The Queen of Flow,TV Show,9-Nov-18,44
1/5/2022,1,Cobra Kai,TV Show,28-Aug-20,58
1/5/2022,2,Stay Close,TV Show,31-Dec-21,5
1/5/2022,3,The Witcher,TV Show,20-Dec-19,24
1/5/2022,4,Don't Look Up,Movie,24-Dec-21,12
1/5/2022,5,Queer Eye,TV Show,7-Feb-18,14
1/5/2022,6,Journey 2: The Mysterious I…,Movie,1-Jan-22,4
1/5/2022,7,Emily in Paris,TV Show,2-Oct-20,35
1/5/2022,8,The Lost Daughter,Movie,31-Dec-21,5
1/5/2022,9,The Longest Yard,Movie,1-Apr-15,1
1/5/2022,10,Dark Shadows,Movie,1-Jan-22,1
1/6/2022,1,Cobra Kai,TV Show,28-Aug-20,59
1/6/2022,2,Stay Close,TV Show,31-Dec-21,6
1/6/2022,3,The Witcher,TV Show,20-Dec-19,25
1/6/2022,4,Don't Look Up,Movie,24-Dec-21,13
1/6/2022,5,Queer Eye,TV Show,7-Feb-18,15
1/6/2022,6,Emily in Paris,TV Show,2-Oct-20,36
1/6/2022,7,The Longest Yard,Movie,1-Apr-15,2
1/6/2022,8,Journey 2: The Mysterious I…,Movie,1-Jan-22,5
1/6/2022,9,The Town,Movie,1-Jul-20,10
1/6/2022,10,Just Go With It,Movie,22-May-20,11
1/7/2022,1,Cobra Kai,TV Show,28-Aug-20,60
1/7/2022,2,Stay Close,TV Show,31-Dec-21,7
1/7/2022,3,The Witcher,TV Show,20-Dec-19,26
1/7/2022,4,Don't Look Up,Movie,24-Dec-21,14
1/7/2022,5,Queer Eye,TV Show,7-Feb-18,16
1/7/2022,6,The Longest Yard,Movie,1-Apr-15,3
1/7/2022,7,Emily in Paris,TV Show,2-Oct-20,37
1/7/2022,8,Just Go With It,Movie,22-May-20,12
1/7/2022,9,Journey 2: The Mysterious I…,Movie,1-Jan-22,6
1/7/2022,10,The Town,Movie,1-Jul-20,11
1/8/2022,1,Cobra Kai,TV Show,28-Aug-20,61
1/8/2022,2,Stay Close,TV Show,31-Dec-21,8
1/8/2022,3,Don't Look Up,Movie,24-Dec-21,15
1/8/2022,4,The Witcher,TV Show,20-Dec-19,27
1/8/2022,5,Hype House,TV Show,7-Jan-22,1
1/8/2022,6,Queer Eye,TV Show,7-Feb-18,17
1/8/2022,7,The Longest Yard,Movie,1-Apr-15,4
1/8/2022,8,Just Go With It,Movie,22-May-20,13
1/8/2022,9,Emily in Paris,TV Show,2-Oct-20,38
1/8/2022,10,The Town,Movie,1-Jul-20,12
1/9/2022,1,Cobra Kai,TV Show,28-Aug-20,62
1/9/2022,2,Stay Close,TV Show,31-Dec-21,9
1/9/2022,3,Don't Look Up,Movie,24-Dec-21,16
1/9/2022,4,The Witcher,TV Show,20-Dec-19,28
1/9/2022,5,Hype House,TV Show,7-Jan-22,2
1/9/2022,6,Just Go With It,Movie,22-May-20,14
1/9/2022,7,The Longest Yard,Movie,1-Apr-15,5
1/9/2022,8,Queer Eye,TV Show,7-Feb-18,18
1/9/2022,9,The Town,Movie,1-Jul-20,13
1/9/2022,10,Emily in Paris,TV Show,2-Oct-20,39
1/10/2022,1,Cobra Kai,TV Show,28-Aug-20,63
1/10/2022,2,Stay Close,TV Show,31-Dec-21,10
1/10/2022,3,Don't Look Up,Movie,24-Dec-21,17
1/10/2022,4,The Witcher,TV Show,20-Dec-19,29
1/10/2022,5,Hype House,TV Show,7-Jan-22,3
1/10/2022,6,Just Go With It,Movie,22-May-20,15
1/10/2022,7,The Longest Yard,Movie,1-Apr-15,6
1/10/2022,8,Emily in Paris,TV Show,2-Oct-20,40
1/10/2022,9,Queer Eye,TV Show,7-Feb-18,19
1/10/2022,10,The Town,Movie,1-Jul-20,14
1/11/2022,1,Cobra Kai,TV Show,28-Aug-20,64
1/11/2022,2,Stay Close,TV Show,31-Dec-21,11
1/11/2022,3,The Witcher,TV Show,20-Dec-19,30
1/11/2022,4,Hype House,TV Show,7-Jan-22,4
1/11/2022,5,Don't Look Up,Movie,24-Dec-21,18
1/11/2022,6,Just Go With It,Movie,22-May-20,16
1/11/2022,7,Emily in Paris,TV Show,2-Oct-20,41
1/11/2022,8,Queer Eye,TV Show,7-Feb-18,20
1/11/2022,9,The Longest Yard,Movie,1-Apr-15,7
1/11/2022,10,The Town,Movie,1-Jul-20,15
1/12/2022,1,Cobra Kai,TV Show,28-Aug-20,65
1/12/2022,2,Stay Close,TV Show,31-Dec-21,12
1/12/2022,3,The Witcher,TV Show,20-Dec-19,31
1/12/2022,4,The Colony,Movie,11-Jan-22,1
1/12/2022,5,Don't Look Up,Movie,24-Dec-21,19
1/12/2022,6,Hype House,TV Show,7-Jan-22,5
1/12/2022,7,Emily in Paris,TV Show,2-Oct-20,42
1/12/2022,8,Just Go With It,Movie,22-May-20,17
1/12/2022,9,Queer Eye,TV Show,7-Feb-18,21
1/12/2022,10,The Longest Yard,Movie,1-Apr-15,8
1/13/2022,1,Cheer,TV Show,8-Jan-20,1
1/13/2022,2,Cobra Kai,TV Show,28-Aug-20,66
1/13/2022,3,Stay Close,TV Show,31-Dec-21,13
1/13/2022,4,The Colony,Movie,11-Jan-22,2
1/13/2022,5,The Witcher,TV Show,20-Dec-19,32
1/13/2022,6,Don't Look Up,Movie,24-Dec-21,20
1/13/2022,7,Emily in Paris,TV Show,2-Oct-20,43
1/13/2022,8,Just Go With It,Movie,22-May-20,18
1/13/2022,9,Hype House,TV Show,7-Jan-22,6
1/13/2022,10,Cocomelon,TV Show,1-Jun-20,416
1/14/2022,1,Cheer,TV Show,8-Jan-20,2
1/14/2022,2,Brazen,Movie,13-Jan-22,1
1/14/2022,3,Cobra Kai,TV Show,28-Aug-20,67
1/14/2022,4,Stay Close,TV Show,31-Dec-21,14
1/14/2022,5,The Colony,Movie,11-Jan-22,3
1/14/2022,6,The Witcher,TV Show,20-Dec-19,33
1/14/2022,7,Don't Look Up,Movie,24-Dec-21,21
1/14/2022,8,Emily in Paris,TV Show,2-Oct-20,44
1/14/2022,9,Cocomelon,TV Show,1-Jun-20,417
1/14/2022,10,Just Go With It,Movie,22-May-20,19
1/15/2022,1,Cheer,TV Show,8-Jan-20,3
1/15/2022,2,Brazen,Movie,13-Jan-22,2
1/15/2022,3,Cobra Kai,TV Show,28-Aug-20,68
1/15/2022,4,Archive 81,TV Show,14-Jan-22,1
1/15/2022,5,Stay Close,TV Show,31-Dec-21,15
1/15/2022,6,Don't Look Up,Movie,24-Dec-21,22
1/15/2022,7,The Colony,Movie,11-Jan-22,4
1/15/2022,8,The Witcher,TV Show,20-Dec-19,34
1/15/2022,9,Emily in Paris,TV Show,2-Oct-20,45
1/15/2022,10,Cocomelon,TV Show,1-Jun-20,418
1/16/2022,1,Cheer,TV Show,8-Jan-20,4
1/16/2022,2,Brazen,Movie,13-Jan-22,3
1/16/2022,3,Archive 81,TV Show,14-Jan-22,2
1/16/2022,4,Cobra Kai,TV Show,28-Aug-20,69
1/16/2022,5,Stay Close,TV Show,31-Dec-21,16
1/16/2022,6,Don't Look Up,Movie,24-Dec-21,23
1/16/2022,7,The Colony,Movie,11-Jan-22,5
1/16/2022,8,The Witcher,TV Show,20-Dec-19,35
1/16/2022,9,Emily in Paris,TV Show,2-Oct-20,46
1/16/2022,10,Ozark,TV Show,21-Jul-17,45
1/17/2022,1,Archive 81,TV Show,14-Jan-22,3
1/17/2022,2,Cheer,TV Show,8-Jan-20,5
1/17/2022,3,Brazen,Movie,13-Jan-22,4
1/17/2022,4,Cobra Kai,TV Show,28-Aug-20,70
1/17/2022,5,Stay Close,TV Show,31-Dec-21,17
1/17/2022,6,Don't Look Up,Movie,24-Dec-21,24
1/17/2022,7,The Witcher,TV Show,20-Dec-19,36
1/17/2022,8,The Colony,Movie,11-Jan-22,6
1/17/2022,9,Ozark,TV Show,21-Jul-17,46
1/17/2022,10,Emily in Paris,TV Show,2-Oct-20,47
1/18/2022,1,Archive 81,TV Show,14-Jan-22,4
1/18/2022,2,Cheer,TV Show,8-Jan-20,6
1/18/2022,3,After We Fell,Movie,17-Jan-22,1
1/18/2022,4,Brazen,Movie,13-Jan-22,5
1/18/2022,5,Cobra Kai,TV Show,28-Aug-20,71
1/18/2022,6,Stay Close,TV Show,31-Dec-21,18
1/18/2022,7,The Witcher,TV Show,20-Dec-19,37
1/18/2022,8,Ozark,TV Show,21-Jul-17,47
1/18/2022,9,Don't Look Up,Movie,24-Dec-21,25
1/18/2022,10,Emily in Paris,TV Show,2-Oct-20,48
1/19/2022,1,Archive 81,TV Show,14-Jan-22,5
1/19/2022,2,Cheer,TV Show,8-Jan-20,7
1/19/2022,3,After We Fell,Movie,17-Jan-22,2
1/19/2022,4,Brazen,Movie,13-Jan-22,6
1/19/2022,5,Cobra Kai,TV Show,28-Aug-20,72
1/19/2022,6,Stay Close,TV Show,31-Dec-21,19
1/19/2022,7,The Puppet Master: Hunting …,TV Show,18-Jan-22,1
1/19/2022,8,The Witcher,TV Show,20-Dec-19,38
1/19/2022,9,Ozark,TV Show,21-Jul-17,48
1/19/2022,10,Don't Look Up,Movie,24-Dec-21,26
1/20/2022,1,Archive 81,TV Show,14-Jan-22,6
1/20/2022,2,Too Hot to Handle,TV Show,17-Apr-20,35
1/20/2022,3,Cheer,TV Show,8-Jan-20,8
1/20/2022,4,After We Fell,Movie,17-Jan-22,3
1/20/2022,5,Brazen,Movie,13-Jan-22,7
1/20/2022,6,Cobra Kai,TV Show,28-Aug-20,73
1/20/2022,7,Stay Close,TV Show,31-Dec-21,20
1/20/2022,8,The Puppet Master: Hunting …,TV Show,18-Jan-22,2
1/20/2022,9,Ozark,TV Show,21-Jul-17,49
1/20/2022,10,The Witcher,TV Show,20-Dec-19,39
1/21/2022,1,Archive 81,TV Show,14-Jan-22,7
1/21/2022,2,Too Hot to Handle,TV Show,17-Apr-20,36
